Order ID,Date,Status,Category,Qty,Amount,ship-state,ship-city
403-8018912-1765100,2022-04-18,Shipped,Set,1,792.0,DELHI,New Delhi
406-5476413-2105142,2022-06-26,Shipped,Set,1,599.0,KARNATAKA,BENGALURU
406-3199619-3787528,2022-06-27,Shipped,Bottom,1,322.0,UTTAR PRADESH,GREATER NOIDA
406-6682959-2726752,2022-05-25,Cancelled,Set,1,699.0,ODISHA,BHUBANESWAR
171-5618485-3033133,2022-06-09,Shipped,Set,1,1099.0,KARNATAKA,BENGALURU
403-9398590-8399515,2022-05-24,Shipped,Set,1,1099.0,MAHARASHTRA,MUMBAI
404-1143578-6754737,2022-05-15,Shipped,Set,1,1072.0,KERALA,KANNAPURAM
403-2154114-6205127,2022-06-15,Shipped,kurta,1,575.0,MAHARASHTRA,MUMBAI
405-0127048-7196321,2022-05-14,Shipped,kurta,1,635.0,KARNATAKA,BENGALURU
402-2385114-6329121,2022-06-02,Shipped,Set,1,771.0,MAHARASHTRA,MUMBAI
406-3289093-0857911,2022-05-06,Shipped,Set,1,1432.0,KARNATAKA,BENGALURU
171-8379023-9601117,2022-04-11,Shipped - Delivered to Buyer,Set,1,1287.0,KARNATAKA,BENGALURU
403-7517884-2965144,2022-05-20,Shipped,Western Dress,1,989.0,TAMIL NADU,Hosur
402-5781927-9979511,2022-05-13,Shipped - Delivered to Buyer,Set,1,537.0,HARYANA,GURUGRAM
408-5239329-1980303,2022-04-10,Shipped - Delivered to Buyer,kurta,1,521.0,RAJASTHAN,JAIPUR
408-9728451-1629907,2022-06-04,Shipped,kurta,1,735.0,ANDHRA PRADESH,ANAKAPALLE
404-7940176-8403526,2022-04-23,Shipped - Delivered to Buyer,kurta,1,517.0,KARNATAKA,BENGALURU
407-2049801-6891524,2022-05-18,Shipped,Top,1,387.0,UTTAR PRADESH,Lucknow
402-4056271-1476355,2022-06-29,Shipped,Top,1,570.0,DELHI,NEW DELHI
171-1770396-8571509,2022-06-27,Shipped,Top,1,599.0,MAHARASHTRA,PUNE
403-4048698-7261122,2022-04-08,Shipped,Set,1,586.0,KARNATAKA,BENGALURU
407-5425090-2389134,2022-04-20,Shipped,Set,1,967.0,CHANDIGARH,CHANDIGARH
402-8307480-9249911,2022-04-26,Shipped - Delivered to Buyer,Set,1,635.0,TELANGANA,HYDERABAD
405-7765305-0739532,2022-06-13,Shipped - Delivered to Buyer,kurta,1,486.0,KERALA,KANNUR
405-7970089-7312340,2022-05-28,Cancelled,kurta,1,665.0,WEST BENGAL,BERHAMPORE
404-0282844-7840364,2022-06-14,Shipped - Returning to Seller,kurta,1,702.0,ASSAM,GUWAHATI
407-0979919-3096314,2022-06-12,Cancelled,kurta,0,0.0,MAHARASHTRA,TALEGAON Dabhade
171-9389736-4138743,2022-05-11,Shipped,Set,1,999.0,MAHARASHTRA,JAWHARNAGAR
405-9387361-4793920,2022-05-27,Shipped,Set,1,631.0,MAHARASHTRA,YAVATMAL
404-0643482-6034704,2022-06-12,Shipped,kurta,1,449.0,KARNATAKA,Bangalore
402-5797584-5928324,2022-05-05,Shipped,Western Dress,1,999.0,KARNATAKA,BENGALURU
408-7710400-5706745,2022-05-28,Shipped,Set,1,641.0,TELANGANA,HYDERABAD
406-1337310-9563540,2022-05-03,Shipped,kurta,1,376.0,ANDHRA PRADESH,RAJAHMUNDRY
404-9227019-7118747,2022-05-30,Cancelled,Set,0,665.71,UTTAR PRADESH,MAHOBA
405-1183036-9503557,2022-04-13,Shipped - Delivered to Buyer,Set,1,657.0,MAHARASHTRA,MUMBAI
408-0475017-6415564,2022-06-02,Shipped,kurta,1,416.0,KARNATAKA,Bellary
402-2089191-1036338,2022-04-01,Shipped,kurta,1,537.0,RAJASTHAN,JAIPUR
405-1489909-3725904,2022-06-03,Shipped,Set,1,999.0,MAHARASHTRA,NASHIK
407-9592262-4697965,2022-05-10,Shipped,kurta,1,435.0,KARNATAKA,BENGALURU
406-5328547-7702740,2022-04-19,Shipped,Set,1,635.0,UTTAR PRADESH,KANPUR
402-6576672-5138766,2022-06-15,Shipped,Set,1,850.0,TELANGANA,Hyderabad
406-3121744-0993940,2022-05-10,Shipped,kurta,1,382.0,MAHARASHTRA,BHANDARA
403-2927646-6697163,2022-04-08,Shipped,Set,1,626.0,CHHATTISGARH,DURG
403-9813728-3894738,2022-06-22,Shipped - Delivered to Buyer,Western Dress,1,735.0,MAHARASHTRA,Digras
171-1802237-0336338,2022-05-01,Shipped,Western Dress,1,791.0,TAMIL NADU,CHENNAI
407-5863368-4333946,2022-06-17,Shipped - Delivered to Buyer,kurta,1,301.0,MAHARASHTRA,LATUR
402-8903599-9265951,2022-04-02,Shipped,Set,1,1324.0,TAMIL NADU,TIRUCHIRAPPALLI
408-0406274-9531519,2022-04-10,Shipped,Set,1,0.0,DELHI,New Delhi
404-7439233-7615538,2022-05-27,Shipped - Delivered to Buyer,Set,1,988.0,KARNATAKA,BANGALORE
407-4354205-9287561,2022-04-20,Shipped - Delivered to Buyer,kurta,1,342.0,ANDHRA PRADESH,BHIMAVARAM
404-5407641-6636316,2022-05-15,Shipped - Delivered to Buyer,Set,1,696.0,DELHI,NEW DELHI
403-4583408-5196309,2022-06-08,Shipped - Delivered to Buyer,Western Dress,1,1044.0,KARNATAKA,BENGALURU
403-9992014-0049967,2022-04-12,Shipped,kurta,1,295.0,TAMIL NADU,KANCHEEPURAM
403-8413071-1724308,2022-04-12,Shipped - Delivered to Buyer,kurta,1,533.0,MADHYA PRADESH,INDORE
408-0423803-6044317,2022-05-03,Shipped,kurta,1,487.0,KERALA,ENKAKKAD
407-9166702-1489103,2022-06-02,Cancelled,kurta,0,0.0,KARNATAKA,BENGALURU
404-7405704-1890731,2022-06-12,Shipped,kurta,1,735.0,KARNATAKA,BENGALURU
402-5250965-6211561,2022-04-07,Shipped,Set,1,759.0,WEST BENGAL,HOWRAH
405-4579065-3766713,2022-05-01,Cancelled,Set,1,1299.0,TELANGANA,HYDERABAD
404-1812973-1229957,2022-04-08,Shipped,Western Dress,1,744.0,TAMIL NADU,CHENNAI
403-8222073-0673154,2022-05-01,Shipped,kurta,1,399.0,Gujarat,MORBI
406-3587356-9597964,2022-04-13,Shipped,kurta,1,518.0,WEST BENGAL,BARRACKPORE
404-3781773-5273155,2022-04-11,Shipped,Set,1,788.0,RAJASTHAN,JAIPUR
406-0117804-3287554,2022-04-30,Shipped,kurta,1,487.0,JHARKHAND,JAMSHEDPUR
405-3961162-7019542,2022-05-04,Shipped,Set,1,801.0,HARYANA,FARIDABAD
402-0290102-8353166,2022-04-22,Cancelled,kurta,0,350.48,MAHARASHTRA,"Ravet, Pune"
405-2133724-6011515,2022-05-28,Shipped,Set,1,486.0,TAMIL NADU,TIRUVANNAMALAI
406-5029049-7584300,2022-04-05,Shipped - Delivered to Buyer,Set,1,657.0,BIHAR,DARBHANGA
407-9412174-8076314,2022-04-14,Shipped,kurta,1,376.0,MAHARASHTRA,MUMBAI
404-4315576-1552339,2022-06-11,Shipped - Delivered to Buyer,kurta,1,459.0,KERALA,Kannur
404-0659125-1844368,2022-04-22,Cancelled,Set,1,597.0,KERALA,KOLLAM
403-3733375-2221940,2022-05-01,Shipped,kurta,1,499.0,HARYANA,GURUGRAM
407-2106397-6947502,2022-04-20,Shipped,kurta,1,484.0,KERALA,KANHANGAD
405-7881543-4760338,2022-06-22,Cancelled,kurta,0,485.71,KARNATAKA,BENGALURU
407-7815702-7089940,2022-04-15,Shipped,Set,1,788.0,BIHAR,PATNA
406-0706801-6613922,2022-04-20,Shipped,Set,1,666.0,CHHATTISGARH,JASHPURNAGAR
407-1331463-7961155,2022-06-17,Shipped,Set,1,828.0,Rajasthan,Pal road Jodhpur
405-8551002-5697939,2022-05-08,Shipped,kurta,1,797.0,TELANGANA,Peddapalli District
406-8592986-9351555,2022-04-16,Cancelled,Western Dress,0,0.0,HIMACHAL PRADESH,CHAMBA
402-6031899-4892359,2022-04-20,Shipped - Delivered to Buyer,Western Dress,1,885.0,TELANGANA,HYDERABAD
408-6130054-8513957,2022-06-12,Shipped,Set,1,635.0,Gujarat,PALANPUR
402-2949862-6323525,2022-06-16,Shipped,kurta,1,487.0,ANDHRA PRADESH,cumbum
405-8253771-4557925,2022-05-13,Shipped - Delivered to Buyer,kurta,1,376.0,TELANGANA,HYDERABAD
403-3632876-7863537,2022-06-18,Shipped,Ethnic Dress,1,855.0,ANDHRA PRADESH,VISAKHAPATNAM
402-7518437-0882743,2022-04-15,Shipped,kurta,1,311.0,KARNATAKA,BENGALURU
408-7641837-0053968,2022-05-07,Shipped,Top,1,550.0,MAHARASHTRA,SANGLI MIRAJ KUPWAD
407-9061824-0634739,2022-04-25,Shipped,Western Dress,1,721.0,TAMIL NADU,COIMBATORE
404-9032340-3117935,2022-06-06,Shipped,Set,1,788.0,KARNATAKA,BENGALURU
402-5395442-9832324,2022-04-18,Shipped,kurta,1,399.0,WEST BENGAL,BARASAT
402-7197595-3305114,2022-05-13,Shipped,kurta,1,301.0,MANIPUR,Imphal
408-9080007-6577945,2022-04-18,Cancelled,Western Dress,0,686.67,UTTAR PRADESH,BAREILLY
406-5429946-4829953,2022-05-18,Shipped,Set,1,662.0,DELHI,Dwarka
405-0076910-7118741,2022-04-14,Shipped,kurta,1,406.0,MAHARASHTRA,PARBHANI
408-3405055-7293131,2022-04-21,Shipped - Delivered to Buyer,Set,1,0.0,MAHARASHTRA,KAMPTEE
406-7519087-2671528,2022-05-08,Cancelled,Set,1,543.0,UTTAR PRADESH,KANPUR
406-8111690-8292307,2022-06-01,Shipped,kurta,1,435.0,TAMIL NADU,KANCHIPURAM
171-9498291-5211502,2022-06-15,Shipped,kurta,1,836.0,KARNATAKA,BENGALURU
406-7472657-0994767,2022-05-23,Shipped - Delivered to Buyer,kurta,1,635.0,MAHARASHTRA,NAGPUR
404-1577746-5870718,2022-06-29,Pending,Set,1,749.0,PUDUCHERRY,PUDUCHERRY
171-0871663-5602709,2022-04-04,Shipped,kurta,1,527.0,MAHARASHTRA,AKOLA
406-0207396-9901955,2022-04-24,Cancelled,Set,1,635.0,DELHI,NEW DELHI
171-5700836-1710702,2022-04-08,Shipped,Set,1,1140.0,KARNATAKA,KOLAR
404-2132858-4419514,2022-04-24,Shipped,Top,1,751.0,TAMIL NADU,CHENNAI
407-1690583-1192368,2022-04-03,Shipped - Delivered to Buyer,kurta,1,495.0,TAMIL NADU,KUZHITHURAI
405-2034783-1954740,2022-05-06,Shipped,kurta,1,406.0,UTTARAKHAND,DEHRADUN
406-9905509-6228317,2022-06-10,Cancelled,kurta,1,434.0,TAMIL NADU,CHENNAI
171-1335286-1972309,2022-05-22,Shipped - Delivered to Buyer,Set,1,999.0,HIMACHAL PRADESH,SHIMLA
405-0996836-2722733,2022-04-03,Shipped,kurta,1,322.0,KARNATAKA,BENGALURU
171-6292200-9877139,2022-04-26,Shipped,kurta,1,486.0,TAMIL NADU,TIRUCHIRAPPALLI
406-4409523-1332329,2022-06-24,Cancelled,Set,0,0.0,MAHARASHTRA,MUMBAI
171-2280642-7525954,2022-06-11,Shipped,kurta,1,292.0,Gujarat,HALOL
404-9222800-9906710,2022-06-18,Shipped - Delivered to Buyer,Set,1,416.0,JAMMU & KASHMIR,JAMMU
403-5611591-0737949,2022-04-21,Cancelled,kurta,0,0.0,ODISHA,BHUBANESWAR
403-0790647-9538709,2022-04-16,Shipped,Set,1,969.0,MAHARASHTRA,MUMBAI
403-6624903-2035565,2022-05-03,Cancelled,Set,0,951.42,Gujarat,AHMEDABAD
402-1252030-0535530,2022-04-04,Shipped - Delivered to Buyer,Set,1,969.0,ANDHRA PRADESH,VIJAYAWADA
171-9477106-2619500,2022-05-23,Shipped,kurta,1,888.0,JAMMU & KASHMIR,SRINAGAR
407-2406583-8331562,2022-05-30,Shipped,kurta,1,435.0,MAHARASHTRA,MUMBAI
407-1761419-1613909,2022-04-15,Shipped - Delivered to Buyer,kurta,1,475.0,ODISHA,BALESHWAR
402-1324796-2549950,2022-05-26,Cancelled,Set,0,662.86,Gujarat,BAGASARA
408-9391856-1708349,2022-04-01,Shipped,Set,1,0.0,RAJASTHAN,jodhpur
402-8539272-6312301,2022-04-04,Shipped,Top,1,750.0,MAHARASHTRA,THANE
408-9625925-0571537,2022-04-07,Shipped - Delivered to Buyer,kurta,1,499.0,WEST BENGAL,KOLKATA
407-6212882-6698753,2022-06-07,Shipped,kurta,1,435.0,KERALA,Edappal
404-2923753-3597919,2022-05-31,Shipped,kurta,1,301.0,ANDHRA PRADESH,NELLORE
408-9229125-1551550,2022-04-14,Shipped,kurta,1,666.0,UTTAR PRADESH,AGRA
406-4242611-4369966,2022-04-19,Shipped,Set,1,1099.0,TAMIL NADU,VELLORE
171-7935973-6677125,2022-04-17,Shipped - Delivered to Buyer,Western Dress,1,744.0,TELANGANA,WARANGAL
406-1561804-2251522,2022-04-24,Shipped,Set,1,563.0,JAMMU & KASHMIR,SRINAGAR
403-5166870-0691541,2022-06-01,Shipped,Western Dress,1,791.0,UTTAR PRADESH,NOIDA
408-8215267-7901918,2022-06-05,Shipped,Western Dress,1,956.0,KARNATAKA,MANGALURU
402-1623536-5447569,2022-05-28,Cancelled,kurta,0,0.0,TAMIL NADU,CHENNAI
403-3533168-8223557,2022-04-21,Cancelled,kurta,0,0.0,MAHARASHTRA,KUDUS
408-4586791-3180355,2022-04-02,Shipped - Delivered to Buyer,Set,1,0.0,KARNATAKA,MYSURU
402-6845921-9447514,2022-05-01,Shipped,kurta,1,349.0,TELANGANA,HYDERABAD
403-2975083-5102713,2022-06-06,Cancelled,kurta,1,333.0,MAHARASHTRA,THANE
408-6844443-2959553,2022-06-19,Shipped,Set,1,0.0,MAHARASHTRA,PUNE
406-3946384-3743541,2022-05-16,Shipped,kurta,1,736.0,HARYANA,GURUGRAM
408-2169221-2329950,2022-06-17,Cancelled,Set,0,951.43,LADAKH,LEH
171-1108551-5825961,2022-05-23,Cancelled,Set,0,662.86,KARNATAKA,BENGALURU
402-5118362-7989105,2022-06-17,Shipped,kurta,1,301.0,TELANGANA,"Mulugupally, Kataram"
404-0340490-9393173,2022-04-01,Shipped,Set,1,845.0,TAMIL NADU,CHENNAI
403-4823747-9916366,2022-05-15,Cancelled,Bottom,0,306.67,TAMIL NADU,CHENNAI
403-9638966-5945121,2022-04-26,Shipped,kurta,1,446.0,TAMIL NADU,CHENNAI
406-8210355-8206750,2022-05-14,Shipped,Western Dress,1,989.0,KARNATAKA,BENGALURU
403-7228709-0222712,2022-04-29,Shipped,kurta,1,376.0,KARNATAKA,Bangalore
408-8535962-8484334,2022-06-15,Shipped - Delivered to Buyer,Set,1,1163.0,HARYANA,MANESAR
408-1539648-8134729,2022-06-05,Shipped,kurta,1,471.0,KERALA,KANNUR
406-7153190-0752323,2022-06-21,Cancelled,kurta,1,375.0,MAHARASHTRA,MUMBAI
408-2916589-5802719,2022-04-23,Cancelled,kurta,0,0.0,UTTAR PRADESH,GREATER NOIDA
406-5902203-3764350,2022-05-25,Shipped - Delivered to Buyer,Set,1,759.0,JHARKHAND,RANCHI
403-5418279-2706730,2022-05-03,Shipped,kurta,1,376.0,WEST BENGAL,KOLKATA
408-4384611-7653169,2022-04-18,Shipped,Set,1,818.0,JAMMU & KASHMIR,SRINAGAR
408-1705659-9197914,2022-04-23,Shipped,Set,1,1200.0,WEST BENGAL,PHULIA
403-3991025-1488357,2022-05-01,Shipped,Set,1,597.0,MAHARASHTRA,PUNE
171-9154986-3712307,2022-04-19,Shipped - Delivered to Buyer,kurta,1,399.0,TELANGANA,HYDERABAD
404-6961401-3774737,2022-06-27,Shipped - Picked Up,Set,1,786.0,DELHI,NEW DELHI
406-0654753-9581169,2022-04-15,Shipped,kurta,1,782.0,ODISHA,BHUBANESWAR
403-2414361-7381120,2022-04-04,Shipped,Set,1,646.0,MAHARASHTRA,MUMBAI
171-4748926-4460347,2022-06-25,Shipped,Western Dress,1,799.0,TELANGANA,Hyderabad
171-3006023-4295564,2022-05-17,Shipped,Set,1,1186.0,TELANGANA,HYDERABAD
404-7565989-4670721,2022-05-20,Cancelled,Western Dress,0,626.67,KARNATAKA,ULLAL
406-1868468-5956346,2022-04-08,Shipped,Western Dress,1,744.0,WEST BENGAL,KOLKATA
405-0697614-9351532,2022-04-03,Shipped,Top,1,399.0,KARNATAKA,BENGALURU
405-5538834-6089108,2022-04-23,Shipped,Set,1,788.0,MAHARASHTRA,AURANGABAD
405-0059792-0368333,2022-06-21,Shipped - Delivered to Buyer,kurta,1,599.0,CHHATTISGARH,raipur
171-2932450-3289913,2022-06-21,Shipped,Set,1,484.0,MAHARASHTRA,PUNE
402-8810334-8452343,2022-06-20,Shipped,Top,1,693.0,TELANGANA,HYDERABAD
408-8725755-9822747,2022-05-30,Cancelled,Set,0,0.0,JAMMU & KASHMIR,Jammu
407-6818387-6614735,2022-06-20,Shipped,kurta,1,471.0,MAHARASHTRA,AURANGABAD
404-8670048-2345964,2022-05-03,Shipped - Delivered to Buyer,Set,1,1257.0,UTTAR PRADESH,GHAZIABAD
407-7264567-6513953,2022-05-17,Cancelled,kurta,1,386.0,RAJASTHAN,UDAIPUR
406-1691964-6997902,2022-06-17,Shipped,kurta,1,607.0,HIMACHAL PRADESH,UNA
403-8540730-9623547,2022-04-18,Shipped,Set,1,1115.0,TELANGANA,HYDERABAD
171-7924645-2192322,2022-05-12,Shipped - Delivered to Buyer,Western Dress,1,989.0,ANDHRA PRADESH,"TENALI, Guntur district"
408-7033424-7017129,2022-06-06,Shipped,kurta,1,399.0,MAHARASHTRA,NAGPUR
403-4740576-4086739,2022-04-20,Shipped - Delivered to Buyer,Set,1,548.0,TAMIL NADU,COIMBATORE 641041
171-3657676-9718719,2022-04-19,Shipped - Returned to Seller,kurta,1,291.0,KARNATAKA,Bengaluru
403-6668832-6800365,2022-05-04,Shipped - Delivered to Buyer,kurta,1,342.0,TELANGANA,HYDERABAD
408-9077697-9899515,2022-05-07,Shipped,Western Dress,1,635.0,KARNATAKA,BENGALURU
403-2718307-4573128,2022-06-13,Shipped,kurta,1,345.0,MAHARASHTRA,SATARA
406-1311280-7965926,2022-04-29,Shipped,Western Dress,1,833.0,MAHARASHTRA,NAVI MUMBAI
171-3584423-3246721,2022-05-28,Shipped,Set,1,612.0,DELHI,DELHI
405-4846952-7472306,2022-04-18,Shipped - Delivered to Buyer,Set,1,612.0,MAHARASHTRA,Virar west
408-9774137-7004365,2022-05-29,Shipped,Top,1,574.0,Goa,goa
404-8031217-5131522,2022-05-15,Shipped - Delivered to Buyer,Set,1,1399.0,DELHI,NEW DELHI
405-6402737-5645959,2022-05-14,Shipped,Set,1,949.0,KARNATAKA,BENGALURU
407-3936315-9792304,2022-06-27,Shipped,Set,1,999.0,Gujarat,VADODARA
171-9319457-7513117,2022-04-18,Shipped - Delivered to Buyer,Western Dress,1,566.0,KARNATAKA,BENGALURU
405-9933419-6459526,2022-04-19,Shipped,Set,1,888.0,ASSAM,Jorhat
408-2465349-4217914,2022-04-21,Shipped,kurta,1,399.0,KARNATAKA,BENGALURU
402-3171142-3585106,2022-06-04,Shipped,Set,1,1559.0,MAHARASHTRA,MUMBAI
406-5723303-8723506,2022-05-09,Shipped,Set,1,783.0,TELANGANA,HYDERABAD
405-5056980-6457143,2022-05-18,Cancelled,Set,0,951.43,KERALA,THALAKKULATHUR fresh bakery
407-6550183-1005166,2022-06-04,Cancelled,kurta,0,0.0,TAMIL NADU,CHENNAI
408-2899930-9052332,2022-04-19,Shipped,Ethnic Dress,1,0.0,ANDHRA PRADESH,KAKINADA
403-3885374-0914742,2022-04-15,Shipped,Set,1,1432.0,TAMIL NADU,GUDALUR COIMBATORE DISTRICT
406-1382847-5465114,2022-05-31,Shipped - Delivered to Buyer,Set,1,655.0,KARNATAKA,BENGALURU
407-5472309-8217961,2022-05-18,Shipped,Set,1,612.0,TELANGANA,HYDERABAD
408-7810532-1621155,2022-04-01,Shipped - Delivered to Buyer,Set,1,969.0,KARNATAKA,BENGALURU
171-2087191-2693918,2022-06-27,Shipped,Set,1,1234.0,WEST BENGAL,HABRA
408-2152353-2778746,2022-04-24,Shipped,kurta,1,0.0,UTTAR PRADESH,Varanasi
171-0969627-9253108,2022-04-11,Shipped,Western Dress,1,807.0,MAHARASHTRA,MUMBAI
171-1287523-7038752,2022-04-04,Shipped,Set,1,1324.0,HARYANA,GURUGRAM
171-4209629-8061104,2022-05-27,Shipped - Delivered to Buyer,Western Dress,1,661.0,UTTAR PRADESH,NOIDA
404-4294697-2853911,2022-06-14,Shipped,kurta,1,760.0,TAMIL NADU,CHENNAI
171-6696902-2689967,2022-06-05,Shipped,kurta,1,869.0,TELANGANA,HYDERABAD
402-9206382-7182730,2022-05-14,Shipped,Western Dress,1,825.0,TELANGANA,HYDERABAD
404-2833936-9471562,2022-04-13,Cancelled,Set,0,622.86,ANDHRA PRADESH,TIRUPATI
407-9423870-2572341,2022-05-13,Shipped,kurta,1,487.0,ANDHRA PRADESH,VISAKHAPATNAM
408-5488739-8689143,2022-04-17,Shipped,Set,1,1149.0,DELHI,NEW DELHI
171-3289802-6145168,2022-05-31,Shipped,kurta,1,399.0,MADHYA PRADESH,CHHINDWARA
171-9890628-7457933,2022-04-12,Shipped - Delivered to Buyer,Western Dress,2,1450.0,BIHAR,RAXAUL BAZAR
408-5187384-2395506,2022-05-03,Shipped,Top,1,574.0,Gujarat,Chandkheda
408-4069830-3819562,2022-04-30,Shipped,Set,1,684.0,WEST BENGAL,Kolkata
403-9901575-6475549,2022-06-16,Shipped,Set,1,671.0,ODISHA,BHUBANESWAR
171-0627032-3533941,2022-06-15,Shipped,kurta,1,435.0,TAMIL NADU,COIMBATORE
406-4133903-3710760,2022-04-26,Cancelled,kurta,0,437.14,ODISHA,BHUBANESWAR
405-7077903-8674701,2022-05-15,Shipped,Set,1,788.0,UTTAR PRADESH,MEERUT
408-0916416-6773128,2022-06-08,Shipped,Set,1,783.0,BIHAR,GAYA
406-0415865-4053104,2022-06-06,Shipped,Western Dress,1,735.0,KARNATAKA,mysore
405-9326102-9787511,2022-06-11,Shipped,kurta,1,688.0,KARNATAKA,BENGALURU
404-9038879-4775504,2022-05-07,Shipped,Set,1,979.0,UTTAR PRADESH,JHANSI
402-3349439-5257156,2022-06-08,Shipped,kurta,1,526.0,MAHARASHTRA,MUMBAI
406-9877356-4663518,2022-05-20,Shipped - Delivered to Buyer,kurta,1,301.0,KARNATAKA,BENGALURU
403-4452362-7309951,2022-04-08,Cancelled,Western Dress,0,690.48,KERALA,Palakkad
171-6830268-7598769,2022-04-12,Cancelled,kurta,0,317.14,TAMIL NADU,CHENNAI
406-9253737-2594734,2022-04-19,Shipped,Set,1,801.0,MAHARASHTRA,PUNE
403-4288298-3306744,2022-05-20,Shipped,Western Dress,1,771.0,JHARKHAND,GIDI
406-0932584-9510752,2022-04-28,Shipped,kurta,1,376.0,KARNATAKA,BENGALURU
405-6917473-7822701,2022-04-30,Cancelled,Set,0,0.0,TELANGANA,HYDERABAD
404-5702960-6607520,2022-04-15,Shipped - Delivered to Buyer,kurta,1,295.0,KERALA,THIRUVANANTHAPURAM DISTRICT
171-5057375-2831560,2022-05-11,Cancelled,Western Dress,0,818.1,TAMIL NADU,CHENNAI
405-0172250-0196324,2022-04-18,Cancelled,kurta,0,0.0,Gujarat,AHMEDABAD
404-6242154-3466751,2022-04-25,Shipped,kurta,1,399.0,KARNATAKA,BENGALURU
408-0571613-8837920,2022-06-21,Shipped,Set,1,0.0,Gujarat,AHMEDABAD
408-2745640-5705920,2022-04-28,Shipped - Returned to Seller,Ethnic Dress,1,899.0,TELANGANA,HYDERABAD
403-0776681-5039547,2022-05-26,Shipped,kurta,1,359.0,KERALA,PERINAD
171-7463245-0644331,2022-04-17,Shipped - Delivered to Buyer,kurta,1,435.0,PUDUCHERRY,PUDUCHERRY
407-1458698-0802742,2022-04-05,Shipped - Delivered to Buyer,Set,1,969.0,DELHI,NEW DELHI
408-4011157-7378712,2022-06-15,Shipped,Set,1,1044.0,UTTAR PRADESH,BAREILLY
403-8116974-2730746,2022-06-23,Shipped,Set,1,558.0,KARNATAKA,BENGALURU
407-3498544-2038752,2022-04-06,Shipped - Delivered to Buyer,Blouse,1,665.0,KARNATAKA,BENGALURU
406-4815236-3169110,2022-04-12,Shipped,kurta,1,295.0,DELHI,North West Delhi
402-4998778-0365955,2022-05-21,Shipped - Delivered to Buyer,Top,1,377.0,MAHARASHTRA,MUMBAI
408-0877955-8339508,2022-04-05,Shipped,kurta,1,360.0,ANDHRA PRADESH,KADAPA
405-1762650-3479500,2022-05-14,Shipped,kurta,1,709.0,UTTAR PRADESH,NOIDA
408-8236219-6067504,2022-05-31,Shipped - Delivered to Buyer,Set,1,0.0,CHHATTISGARH,RAIPUR
405-9317255-0013909,2022-04-07,Shipped,kurta,1,435.0,KARNATAKA,Kundapura
404-7297065-3094736,2022-06-15,Cancelled,Set,0,570.48,UTTAR PRADESH,KANPUR
171-6637980-6521106,2022-04-19,Shipped,Set,1,635.0,HARYANA,MEHAM DISTT. ROHTAK
171-1318679-3973921,2022-05-20,Shipped,Western Dress,1,771.0,WEST BENGAL,KOLKATA
403-6605342-6393911,2022-05-18,Shipped - Delivered to Buyer,Western Dress,1,771.0,Gujarat,Ahmedabad
403-2471276-2083504,2022-04-20,Cancelled,Set,0,784.76,HARYANA,FARIDABAD
403-2955724-2267538,2022-06-16,Shipped - Delivered to Buyer,Set,1,666.0,Gujarat,VAPI
405-8854906-9477120,2022-06-08,Shipped - Delivered to Buyer,Western Dress,1,735.0,MAHARASHTRA,THANE
406-4241615-7021122,2022-06-04,Shipped,Set,1,1125.0,HIMACHAL PRADESH,CHAMBA
404-1047662-7100336,2022-06-23,Shipped,Set,1,939.0,MAHARASHTRA,AMBARNATH
403-2334781-1809110,2022-04-29,Shipped - Delivered to Buyer,Western Dress,1,791.0,MAHARASHTRA,SATARA
171-0891084-8245949,2022-05-05,Shipped,Set,1,921.0,KARNATAKA,BENGALURU
406-8878071-5030757,2022-04-17,Shipped - Delivered to Buyer,Top,1,518.0,Gujarat,AHMEDABAD
403-3090398-4936330,2022-04-13,Shipped,Set,1,523.0,MADHYA PRADESH,INDORE
404-5049753-8637933,2022-05-18,Shipped,Top,1,399.0,HIMACHAL PRADESH,KULLU
403-4408137-7171501,2022-05-06,Shipped,Top,1,463.0,TELANGANA,Hyderabad
402-1372876-7247544,2022-05-06,Shipped,Set,1,654.0,MAHARASHTRA,NAVI MUMBAI
402-8664798-2138741,2022-06-24,Shipped,Western Dress,1,735.0,UTTAR PRADESH,AGRA
403-7788989-2097918,2022-05-16,Shipped - Delivered to Buyer,Set,1,1149.0,ASSAM,RUPAISIDING TINSUKIA DISTRICT
171-3968478-4068326,2022-04-14,Shipped,Top,1,518.0,HARYANA,GURUGRAM
407-4929174-2365148,2022-05-09,Shipped,kurta,1,382.0,MAHARASHTRA,KALYAN DOMBIVLI
402-2408993-6148358,2022-05-04,Shipped - Delivered to Buyer,Western Dress,1,724.0,KARNATAKA,BENGALURU
406-3797798-3733105,2022-04-26,Shipped,Set,1,788.0,UTTAR PRADESH,GHAZIABAD
402-9354309-8488351,2022-04-15,Shipped,Set,1,1463.0,DELHI,NEW DELHI
171-3616556-1476333,2022-06-01,Cancelled,kurta,1,487.0,KARNATAKA,BENGALURU
406-9090471-8383536,2022-04-25,Shipped,kurta,1,435.0,MAHARASHTRA,KALYAN
171-6670344-6769115,2022-05-14,Shipped,kurta,1,568.0,UTTAR PRADESH,TARABGANJ
403-2238554-5446710,2022-04-21,Shipped - Delivered to Buyer,Western Dress,1,899.0,rajasthan,madanganj-kishangarh  ajmer
